"A","AAAA","A__ip_address","A__country_code","A__asn_date","A__reg_timestamp","A__last_updated","AAAA__ip_address","AAAA__country_code","AAAA__asn_date","AAAA__reg_timestamp","AAAA__last_updated","MX","NS","SOA","MX__001","MX__002","MX__003","MX__004","MX__005","MX__006","MX__007","NS__001","NS__002","NS__003","NS__004","NS__005","NS__006","NS__007","NS__008","NS__009","NS__010","NS__011","NS__012","NS__013","SOA__-","CNAME","TXT","TXT__001","TXT__002","TXT__003","TXT__004","TXT__005","TXT__006","TXT__007","TXT__008","TXT__009","TXT__010","TXT__011","TXT__012","TXT__013","TXT__014","TXT__015","TXT__016","TXT__017","TXT__018","SRV","PTR","domain_name"
"","","98.137.11.163","US","2007-12-07","2019-05-01T13:13:23-04:00","2007-12-07T11:12:01-05:00","2001:4998:44:3507::8001","US","2005-10-27","2019-05-01T13:14:48-04:00","2005-10-27T19:09:00-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","74.6.231.20","US","2006-02-13","2019-03-22T16:00:03-04:00","2006-02-13T15:55:11-05:00","2001:4998:44:3507::8000","US","2005-10-27","2019-05-01T13:14:48-04:00","2005-10-27T19:09:00-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","74.6.231.21","US","2006-02-13","2019-03-22T16:00:03-04:00","2006-02-13T15:55:11-05:00","2001:4998:24:120d::1:1","US","2005-10-27","2019-05-01T13:14:48-04:00","2005-10-27T19:09:00-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","","","","","","","","","","","","","10 inbound-smtp.us-east-1.amazonaws.com.","","","","","","","ns-131.awsdns-16.com.","ns-1502.awsdns-59.org.","ns-1867.awsdns-41.co.uk.","ns-787.awsdns-34.net.","","","","","","","","","","ns-1502.awsdns-59.org. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400","null","","""82vt42ej0c33v06vadveh6kqmd""","""v=spf1 include:amazonses.com ~all""","","","","","","","","","","","","","","","","","null","null","serving-sys.com"
"null","null","","","","","","","","","","","","","","100 mx0b-00190b01.pphosted.com.","100 mx0a-00190b01.pphosted.com.","","","","","","a9-128.akadns.net.","a7-131.akadns.net.","a11-129.akadns.net.","a13-130.akagtm.org.","a5-130.akagtm.org.","a1-128.akadns.net.","a3-129.akadns.net.","a12-131.akagtm.org.","a18-128.akagtm.org.","a28-129.akagtm.org.","","","","internal.akadns.net. hostmaster.akamai.com. 1629813934 90000 90000 90000 180","null","","""This"" ""is"" ""not"" ""the"" ""nameserver"" ""you"" ""are"" ""looking"" ""for.""","","","","","","","","","","","","","","","","","","null","null","akadns.net"
"","null","158.101.24.210","US","2016-10-14","2017-12-01T08:02:47-05:00","2017-12-01T08:02:47-05:00","","","","","","","","","10 mxa-00069f01.gslb.pphosted.com.","10 mxb-00069f01.gslb.pphosted.com.","","","","","","ns-1497.awsdns-59.org.","ns-1622.awsdns-10.co.uk.","ns-164.awsdns-20.com.","ns-548.awsdns-04.net.","","","","","","","","","","ns-1622.awsdns-10.co.uk. awsdns-hostmaster.amazon.com. 1 3600 600 1209600 60","null","","""0nzhrj0dw130vz0l8zsp8znklwps1gss""","""57hm7nyx4wkjk4fqms8wlnlq7t28t5xp""","""643bhry8vhncmng8vr417f3msdk3g9lm""","""MS=ms21592434""","""bzs3z25smxyylvxfjkr6vqmgp2tbgw42""","""c8hjj9vf5q534hbmb7rwlb3ccgnqnwqd""","""ckz5qn10w239ndwsxl5qdxhkc41v8909""","""v=spf1 include:spf.oracleemaildelivery.com ~all""","","","","","","","","","","","null","null","bluekai.com"
"null","null","","","","","","","","","","","null","","","","","","","","","","ns3.google.com.","ns2.google.com.","ns4.google.com.","ns1.google.com.","","","","","","","","","","ns1.google.com. dns-admin.google.com. 589555543 900 900 1800 60","null","","""v=spf1 -all""","","","","","","","","","","","","","","","","","","null","null","ggpht.com"
"","null","69.194.143.123","US","2010-07-26","2016-01-27T13:20:15-05:00","2016-01-27T13:20:15-05:00","","","","","","","","","1 aspmx.l.google.com.","10 aspmx2.googlemail.com.","10 aspmx3.googlemail.com.","5 alt1.aspmx.l.google.com.","5 alt2.aspmx.l.google.com.","","","ns-1150.awsdns-15.org.","ns-1722.awsdns-23.co.uk.","ns-483.awsdns-60.com.","ns-644.awsdns-16.net.","","","","","","","","","","ns-644.awsdns-16.net. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400","null","","""v=spf1 ip4:72.34.113.100 ip4:69.194.143.140 include:spf.rubiconproject.com include:sendgrid.net include:_spf.google.com include:mktomail.com include:spf.mandrillapp.com include:aspmx.pardot.com ~all""","""00d700000008awveam""","""google-site-verification=U-FUvU0VS4falHBMujbJtZpgqy95I2EFC08ADvrqlSQ""","""apple-domain-verification=G4AVkC9r63d1Wgp7""","""docusign=740bb1dc-f7a3-4027-b408-aed4bd2824d0""","""google-site-verification=8Oe3JXELIVSWdd5P6OY4UM5pF_aqaApPAbdvsIqjvtY""","""logmein-domain-confirmation 90DIFG9EEUT8U8R48952255""","","","","","","","","","","","","null","null","rubiconproject.com"
"","","72.13.63.40","US","2004-11-04","2020-10-20T06:58:09-04:00","2004-11-04T10:25:45-05:00","2620:74:13:3000::40","US","2010-05-06","2020-10-20T10:03:21-04:00","2020-10-20T10:03:21-04:00","","","","10 mail3.verisign.com.","10 mail1.verisign.com.","10 mail5.verisign.com.","10 mail2.verisign.com.","10 mail4.verisign.com.","10 mail6.verisign.com.","","av3.nstld.com.","av1.nstld.com.","av4.nstld.com.","av2.nstld.com.","","","","","","","","","","av1.nstld.com. mdnshelp.verisign.com. 1702253955 300 7200 1209600 86400","null","","""v=spf1 include:spf-i.verisign.com include:spf-p.verisign.com ~all""","""7e72aa8348d91ff55b0359c441f8a2e3bc82be177ed89975025aa2b32de34b09""","""apple-domain-verification=VZse3PQypofizVfj""","""adobe-idp-site-verification=2265fe0e032bfd95522012da2d7a1bfe77b80c596e9b9d901f02fd5356dcddc2""","""ciscocidomainverification=7e72aa8348d91ff55b0359c441f8a2e3bc82be177ed89975025aa2b32de34b09""","""ciscocidomainverification=32ade0b0270c6e8fe212bc6cf3b1d9ab4574494cc66a5e79aeec56642d97bd7a""","""facebook-domain-verification=9keft74qgbjbnzfmav0oeloqxpiiuf""","","","","","","","","","","","","null","null","verisign.com"
"","","209.131.162.45","US","2018-07-16","2018-07-16T16:07:46-04:00","2018-07-16T16:07:46-04:00","2620:74:10:2800::45","US","2010-05-06","2020-10-20T10:03:21-04:00","2020-10-20T10:03:21-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","23.38.84.123","US","2011-05-16","2016-06-09T12:59:41-04:00","2016-06-09T12:59:41-04:00","","","","","","","","","20 mxb-00069f01.gslb.pphosted.com.","20 mxa-00069f01.gslb.pphosted.com.","","","","","","ns1.p201.dns.oraclecloud.net.","ns4.p201.dns.oraclecloud.net.","ns3.p201.dns.oraclecloud.net.","ns2.p201.dns.oraclecloud.net.","","","","","","","","","","ns1.p201.dns.oraclecloud.net. hostmaster.addthis.com. 37 3600 600 604800 1800","null","","""globalsign-domain-verification=Wq9iztGUzQcBBi1OLrEOlXtefwOzX7yfvhbsw-CVdo""","""bzs3z25smxyylvxfjkr6vqmgp2tbgw42""","""pardot_92742_*=ec3c667bac55ced29c06395c567c68e2ddd44611bd74798e5c7ac890cc4c244a""","""prz8n91rvkmbyl171kwgx2wvwxbt8sg4""","""sj0v1trxt209h3xvhhjhky7jzb4ygxcy""","""v=spf1 a mx include:_netblocks.addthis.com include:spf.dynect.net include:aspmx.pardot.com include:_netblocks.eloqua.com include:oracleemaildelivery.com ~all""","","","","","","","","","","","","","null","null","addthis.com"
"","null","216.239.32.29","US","2000-11-22","2012-02-24T09:44:34-05:00","2000-11-22T00:00:00-05:00","","","","","","","","","0 smtp.google.com.","","","","","","","ns1.google.com.","ns2.google.com.","ns4.google.com.","ns3.google.com.","","","","","","","","","","ns1.google.com. dns-admin.google.com. 589555543 900 900 1800 60","null","","""v=spf1 include:_spf.google.com ~all""","","","","","","","","","","","","","","","","","","null","null","crashlytics.com"
"","null","72.21.206.80","US","2004-12-30","2015-09-24T16:20:14-04:00","2004-12-30T14:16:49-05:00","","","","","","","","","10 amazon-smtp.amazon.com.","","","","","","","ns-1321.awsdns-37.org.","ns-1670.awsdns-16.co.uk.","ns-27.awsdns-03.com.","ns-967.awsdns-56.net.","","","","","","","","","","dns-external-master.amazon.com. hostmaster.amazon.com. 2016969706 180 60 2592000 3600","null","","""atlassian-domain-verification=ZT4AapXgobCpXIWoNcd7gtMjZyOUdr4EDFMnFUWrqqqgdaQVbDvoGpRaIwj/tgPH""","""pf2vv39dfkf9tszsg5lggfs6tp6bkjn4""","""spf2.0/pra include:amazon.com ~all""","""v=spf1 include:amazon.com ~all""","","","","","","","","","","","","","","","null","null","amazonaws.com"
"","","72.21.210.29","US","2004-12-30","2015-09-24T16:20:14-04:00","2004-12-30T14:16:49-05:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","207.171.166.22","US","1999-09-23","2015-09-24T16:19:42-04:00","1999-09-23T00:00:00-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","null","","","","","","","","","","","null","","","","","","","","","","ns-128.awsdns-16.com.","ns-1370.awsdns-43.org.","ns-1984.awsdns-56.co.uk.","ns-531.awsdns-02.net.","","","","","","","","","","ns-128.awsdns-16.com. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400","null","","""pvvg3j4v342jbn5mjp3ggzw4b5s6rtjp""","""v=spf1 -all""","","","","","","","","","","","","","","","","","null","null","quantserve.com"
"null","null","","","","","","","","","","","","","","100 mx0a-00190b01.pphosted.com.","100 mx0b-00190b01.pphosted.com.","","","","","","ns7-194.akamaiedge.net.","la1.akamaiedge.net.","ns5-194.akamaiedge.net.","a12-192.akamaiedge.net.","la3.akamaiedge.net.","a13-192.akamaiedge.net.","a28-192.akamaiedge.net.","a1-192.akamaiedge.net.","ns6-194.akamaiedge.net.","lar2.akamaiedge.net.","a11-192.akamaiedge.net.","a6-192.akamaiedge.net.","ns3-194.akamaiedge.net.","internal.akamaiedge.net. hostmaster.akamai.com. 1559044082 90000 90000 90000 180","null","","""This"" ""is"" ""not"" ""the"" ""nameserver"" ""you"" ""are"" ""looking"" ""for.""","","","","","","","","","","","","","","","","","","null","null","akamaiedge.net"
"","null","204.79.197.212","US","1994-12-15","2021-12-14T20:28:36-05:00","1994-12-15T00:00:00-05:00","","","","","","","","","2 live-com.olc.protection.outlook.com.","","","","","","","ns7-34.azure-dns.org.","ns5-34.azure-dns.com.","nse21.o365filtering.com.","nse13.o365filtering.com.","nse12.o365filtering.com.","ns1-34.azure-dns.com.","ns2-34.azure-dns.net.","ns8-34.azure-dns.info.","","","","","","ph0mgt0101dc003.prdmgt01.prod.exchangelabs.com. msnhst.microsoft.com. 2019518480 300 120 2419200 60","null","","""google-site-verification=0mLTLcpaFxdFNO4m1TfqB2WQ4rGtz7xpPmFwDJ9O_9Q""","""v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all""","""google-site-verification=DVGpQUbbQCBRPGlmWiTVUMyQGfLPlEVw6Z4pm39AAj4""","""facebook-domain-verification=atvthxwtzc3u4ubnsozavn76cusuaj""","""google-site-verification=N9kowue62gCm511Op0_N2LO1JZTcjA2GYzOE22SBaiI""","","","","","","","","","","","","","","null","null","live.com"
"","","142.250.66.8","US","2012-05-24","2012-05-24T11:40:55-04:00","2012-05-24T11:40:55-04:00","2404:6800:4009:82c::2008","AU","2008-09-30","2008-09-30T00:48:27Z","2020-05-26T18:20:48Z","null","","","","","","","","","","ns2.google.com.","ns4.google.com.","ns1.google.com.","ns3.google.com.","","","","","","","","","","ns1.google.com. dns-admin.google.com. 589555543 900 900 1800 60","null","","""v=spf1 -all""","","","","","","","","","","","","","","","","","","null","null","googletagmanager.com"
"","null","142.132.202.70","DE","1990-03-26","2021-04-15T11:42:50Z","2021-04-15T11:42:50Z","","","","","","null","","","","","","","","","","ns2.namebrightdns.com.","ns1.namebrightdns.com.","","","","","","","","","","","","ns1.namebrightdns.com. dns.namebright.com. 2023121101 28800 5000 1209600 10800","null","null","","","","","","","","","","","","","","","","","","","null","null","revsci.net"
"","null","34.117.132.120","US","2018-09-28","2018-09-28T10:45:41-04:00","2018-09-28T10:45:37-04:00","","","","","","null","","","","","","","","","","pdns196.ultradns.co.uk.","pdns196.ultradns.org.","pdns196.ultradns.info.","pdns196.ultradns.com.","pdns196.ultradns.net.","pdns196.ultradns.biz.","","","","","","","","pdns196.ultradns.com. anthony\.aris.neustar.biz. 2017095817 7200 1800 86400 10","null","","""cfr0806f01s7cxypcy1qtq6hnms7q75y""","""v=spf1 -all""","","","","","","","","","","","","","","","","","null","null","adadvisor.net"
"","null","35.244.159.8","US","2017-09-29","2018-01-24T10:36:28-05:00","2017-09-29T11:28:44-04:00","","","","","","","","","30 aspmx4.googlemail.com.","30 aspmx3.googlemail.com.","30 aspmx5.googlemail.com.","10 aspmx.l.google.com.","20 alt2.aspmx.l.google.com.","30 aspmx2.googlemail.com.","20 alt1.aspmx.l.google.com.","ns-cloud-c3.googledomains.com.","ns-cloud-c4.googledomains.com.","ns-cloud-c1.googledomains.com.","ns-cloud-c2.googledomains.com.","","","","","","","","","","ns-cloud-c1.googledomains.com. cloud-dns-hostmaster.google.com. 1 21600 3600 259200 300","null","","""lm0s40jlrqqwk30tcd5q0twpq789npv1""","""202308180056213zip0kbe58ia56lhl47acpzjkgcw5k15mwgedae1d81peefxzh""","""google-site-verification=AlQy_Z9DlhY6BXIK8D-tLn4i6eOeJ4AcbOt7RRTzPZo""","","","","","","","","","","","","","","","","null","null","openx.net"
"","","34.98.64.218","US","2018-09-28","2018-09-28T10:45:41-04:00","2018-09-28T10:45:37-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","45.60.131.229","US","2015-01-15","2021-12-14T20:28:49-05:00","2015-01-15T08:58:28-05:00","","","","","","","","","0 digicert-com.mail.protection.outlook.com.","","","","","","","ns22.digicertdns.com.","ns0105.secondary.cloudflare.com.","ns21.digicertdns.com.","ns0160.secondary.cloudflare.com.","ns20.digicertdns.com.","ns24.digicertdns.net.","ns25.digicertdns.net.","ns23.digicertdns.net.","","","","","","ns20.digicertdns.com. dns.digicertdns.com. 2009020279 43200 3600 1209600 180","null","","""miro-verification=31e307c1dc4ae6591a1edd5c7dcf58c678b54d32""","""pax8validate""","""atlassian-domain-verification=/d+HEyZ/KMJ86EO42QuM+xsCy/NYRORirQapa7A521Lw2DAfpubWhSPL218lICJ7""","""c3cfbc958c404c659f758cdd4dc2ae0e""","""google-gws-recovery-domain-verification=48029321""","""kUy+EQPWJE5P7A19foqNx806Ir1KXvwbqbedXmbobf/C+X25pgY1YJ1GVX8rj6VdvXnUvqabmtdTO9VF75StGg==""","""docker-verification=1608c704-787a-464a-8f5f-4d19c1c3e0aa""","""fastly-domain-delegation-3t4rfpsjms3gfs7ifvcc-716488-2023-11-22""","""onetrust-domain-verification=f8a2f79b8dab41a492aaaa52e613a679""","""l685v6cy93xkw8pgppy4ms518l61ql0t""","""v=spf1 ip4:64.58.225.115 ip4:64.58.225.116 ip4:64.78.193.232 ip4:34.213.233.92 ip4:198.21.5.209 ip4:50.31.57.204 ip4:167.89.110.192 ip4:167.89.126.180 ip4:216.168.241.229 ip4:216.168.252.55 ip4:69.58.183.55 ip4:142.0.167.188 ip4:61.198.17.0/25 ip4:61.198."" ""26.96/27 ip4:202.32.181.0/25 ip4:61.203.134.224/27 ip4:210.237.158.192/27 ip4:211.133.252.0/25 ip4:219.160.177.20 ip4:202.65.18.60 ip4:91.240.105.37 ip4:202.65.16.36 ip4:64.19.218.10 ip4:64.19.218.132 ip4:142.0.167.189 ip4:142.0.167.190 ip4:202.65.20.12 i"" ""p4:216.168.247.10 ip4:35.174.145.124 ip4:216.230.14.232 ip4:198.207.147.232 ip4:216.168.244.37 ip4:44.230.95.124 ip4:23.21.109.197 ip4:23.21.109.212 ip4:147.160.167.0/26 include:spf.protection.outlook.com include:_spf.salesforce.com include:sent-via.netsu"" ""ite.com -all""","""QuoVadis=8689a090-cbf6-4aff-8fb7-3416494f1f6f""","""PDDL96o0kJXfsY1UKWkj8_-WiQ""","""adobe-idp-site-verification=0575680fbf675a4b870e0423b2b288e8f93b19b571ff480a0b235b52428e76f4""","""apple-domain-verification=LysAWG6wOID76rWM""","""pjzx2ldzjbycl42tc85lm8zm05kxc5b9""","","","null","null","digicert.com"
"","","45.60.121.229","US","2015-01-15","2021-12-14T20:28:49-05:00","2015-01-15T08:58:28-05:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","15.197.165.128","US","2021-01-28","2022-04-26T10:06:24-04:00","2021-01-28T14:18:31-05:00","","","","","","","","","10 pubmatic-com.mail.protection.outlook.com.","","","","","","","dns1.p01.nsone.net.","dns2.p01.nsone.net.","dns3.p01.nsone.net.","dns4.p01.nsone.net.","","","","","","","","","","dns1.p01.nsone.net. hostmaster.nsone.net. 1647966837 3600 600 604800 3600","null","","""google-site-verification=Jn4Jtz0fCWQxljwA2-D15cbK1zLSMuLFANANTeAu4UM""","""pardot_214271_*=d91debdeb5dc3f241f55d67d2d6396d8f7f8f6a1791396b9e1f64f56df382f32""","""cloudflare-verify.cf-track.pubmatic.com 467256112-109945960""","""hes=7e94a34b26db97ef237e11205058c0fb""","""zoom=9694355"" ""ca3-06b3a0af34c24f35b9d6441fb0ee7b0e""","""v=spf1 ip4:52.8.26.248 ip4:162.248.16.14 ip4:74.199.212.72 include:_spf-dc41.sapsf.com include:_spf.salesforce.com include:aspmx.pardot.com include:_spf.qualtrics.com include:spf.protection.outlook.com include:spf.tipalti.com include:mail.zendesk.com incl"" ""ude:_spf.psm.knowbe4.com -all""","""google-site-verification=4x3AESePyWUn3Fyfirac5BT57SUokyyYZhdZ331OmpQ""","""MS=ms97294344""","","","","","","","","","","","null","null","pubmatic.com"
"null","null","","","","","","","","","","","null","","","","","","","","","","pdns196.ultradns.org.","pdns196.ultradns.com.","pdns196.ultradns.biz.","pdns196.ultradns.info.","pdns196.ultradns.net.","pdns196.ultradns.co.uk.","","","","","","","","pdns196.ultradns.com. ops.aggregateknowledge.com. 2017069084 3600 600 604800 60","null","","""crv5y78hjyt13xwwpq8pn184nh7c7t1l""","""gfksd32sk5c6v6hhsfz9p8h2qh7qlgwg""","""v=spf1 -all""","","","","","","","","","","","","","","","","null","null","agkn.com"
"","","157.240.1.174","US","2015-05-14","2021-12-14T20:28:52-05:00","2015-05-14T15:30:19-04:00","2a03:2880:f26b:e6:face:b00c:0:4420","IE","2011-08-22","2015-09-24T12:59:37Z","2022-10-29T00:51:39Z","","","","10 mxa-00082601.gslb.pphosted.com.","10 mxb-00082601.gslb.pphosted.com.","","","","","","a.ns.instagram.com.","d.ns.instagram.com.","c.ns.instagram.com.","b.ns.instagram.com.","","","","","","","","","","a.ns.instagram.com. dns.facebook.com. 3758941013 14400 1800 604800 3600","null","","""v=spf1 include:facebookmail.com include:_spf.fb.com -all""","""ms=ms86975275""","""nEXgIFIbDifAKlSMQvAhly5SA-vpsAkm5wiOdwdkrzY""","""4cbb1b68-601f-4801-8e7f-e8f68a4a41dd""","""adobe-idp-site-verification=367fda82-a8bb-46cf-9cff-0062d452d229""","""hyWdekepiNsp/V9b1JCR+wZDdzbESurl4GqY+FLMfiN+7aeFaway0Art+kNDHeL5OnGZipNeV/iIC+lOONSQVQ==""","""google-site-verification=GGtId51KFyq0hqX2xNvt1u0P9Xp0C7k6pp9do49fCNw""","""google-site-verification=_iQgLr68Rdg7YnN2PqOljSG5dnWOFUUXISF9R77fs5c""","","","","","","","","","","","null","null","instagram.com"
"","null","74.121.140.207","US","2010-01-19","2021-12-14T20:28:46-05:00","2010-01-19T18:13:25-05:00","","","","","","","","","10 mathtag-com.mail.protection.outlook.com.","","","","","","","dns3.p01.nsone.net.","dns2.p01.nsone.net.","dns4.p01.nsone.net.","dns1.p01.nsone.net.","","","","","","","","","","dns1.p01.nsone.net. hostmaster.mediamath.com. 1680551232 3600 600 604800 120","null","","""MS=ms19540014""","""_globalsign-domain-verification=Fw09cFhmPL_-Bfg6BV5_NkyDEkXJfmQd4uPViX560A""","""v=spf1 include:spf.protection.outlook.com -all""","""w6w6z6qjhwlvw5t4fctdqzy5qrqpzz6j""","","","","","","","","","","","","","","","null","null","mathtag.com"
"","null","142.251.42.101","US","2012-05-24","2012-05-24T11:40:55-04:00","2012-05-24T11:40:55-04:00","","","","","","","","","20 alt2.gmail-smtp-in.l.google.com.","40 alt4.gmail-smtp-in.l.google.com.","30 alt3.gmail-smtp-in.l.google.com.","5 gmail-smtp-in.l.google.com.","10 alt1.gmail-smtp-in.l.google.com.","","","ns3.google.com.","ns4.google.com.","ns1.google.com.","ns2.google.com.","","","","","","","","","","ns1.google.com. dns-admin.google.com. 589555543 900 900 1800 60","null","","""globalsign-smime-dv=CDYX+XFHUw2wml6/Gb8+59BsH31KzUr6c1l2BPvqKX8=""","""v=spf1 redirect=_spf.google.com""","","","","","","","","","","","","","","","","","null","null","gmail.com"
"null","null","","","","","","","","","","","null","","","","","","","","","","ns-1306.awsdns-35.org.","ns-1925.awsdns-48.co.uk.","ns-45.awsdns-05.com.","ns-662.awsdns-18.net.","","","","","","","","","","ns-45.awsdns-05.com. awsdns-hostmaster.amazon.com. 2012040900 7200 900 1209600 86400","null","","""google-site-verification=5Nvkhi69l5VGgYjP2kVyJjCJv3MauYovmKDNyqWpUjY""","","","","","","","","","","","","","","","","","","null","null","rlcdn.com"
"","","13.107.42.14","US","2015-03-26","2021-12-14T20:28:53-05:00","2015-03-26T13:58:18-04:00","2620:1ec:21::14","US","2015-03-11","2021-12-14T20:28:32-05:00","2015-03-11T14:29:14-04:00","","","","10 mail-c.linkedin.com.","10 mail-d.linkedin.com.","20 mail.linkedin.com.","10 mail-a.linkedin.com.","","","","dns1.p09.nsone.net.","dns2.p09.nsone.net.","dns3.p09.nsone.net.","dns4.p09.nsone.net.","ns1-42.azure-dns.com.","ns2-42.azure-dns.net.","ns3-42.azure-dns.org.","ns4-42.azure-dns.info.","","","","","","ns1-42.azure-dns.com. hostmaster.linkedin.com. 1 3600 300 604800 60","null","","""google-site-verification=8LaIeBMwr6K8qWeaGa4CEmfPKiZDwaT38t5mIrtaroI""","""v=spf1 ip4:199.101.162.0/25 ip4:108.174.3.0/24 ip4:108.174.6.0/24 ip4:108.174.0.0/24 ip6:2620:109:c00d:104::/64 ip6:2620:109:c006:104::/64 ip6:2620:109:c003:104::/64 ip6:2620:119:50c0:207::/64 ip4:199.101.161.130 mx mx:docusign.net ~all""","""448e0dc03e935ecf66d81f1ce3c26b2f2fea13756c031ffc4be91749107f3a79""","""docusign=11f01284-dffc-40f9-8d56-57e5261ede3f""","""google-site-verification=anx3jpa6VKkTWRJKnglUIzm7UEn-ZCT2WqAfG7h-xOg""","""bf5fl8sny79w4c70jxp6cp3crkqtr7qk""","""miro-verification=260f00146b6d2ad1bb70d6dc07a077b672badd28""","""google-site-verification=X0LoSQsAMzR-TK4o-ULrYAwLi_fyopfRLkm_C-4N4Ts""","""atlassian-domain-verification=dDed2VFvlDajBX8X22w52Jx/W/YLHR81SxUuraa9zNdz4aLjDS/RpfN11w2bxpRc""","""google-site-verification=vfmYHwjzUIFPzxFcyuwEToh_1kG9wvcpGgJnB-MhQn8""","""google-site-verification=VE9BWhjbPPNmbr3ZJcwn5hLTsz7c5KPt3zXdYyaSnSQ""","""google-site-verification=xAGz495k8RbGclhamQx1TkZSHDxOaEd95fOjc8xpbTA""","""AFDVALIDATION=LinkedIn""","","","","","","null","null","linkedin.com"
"","null","13.251.69.97","US","2018-07-11","2021-02-10T09:46:03-05:00","2017-07-24T09:28:39-04:00","","","","","","","","","0 .","","","","","","","ns5.yahoo.com.","ns3.yahoo.com.","ns1.yahoo.com.","ns2.yahoo.com.","ns4.yahoo.com.","","","","","","","","","hidden-master.yahoo.com. hostmaster.yahoo-inc.com. 2023120501 28800 3600 1814400 600","null","null","","","","","","","","","","","","","","","","","","","null","null","yahooapis.com"
"","","13.49.212.207","US","2020-08-05","2021-02-10T09:46:02-05:00","2019-01-07T16:43:17-05:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","34.213.101.254","US","2016-09-12","2016-09-12T15:01:56-04:00","2016-09-12T15:01:56-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","13.50.184.192","US","2020-08-05","2021-02-10T09:46:02-05:00","2020-09-16T21:06:24-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","44.228.206.170","US","2019-07-18","2019-08-01T16:13:54-04:00","2019-08-01T16:13:54-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","54.161.105.65","US","2014-10-23","2021-02-10T09:46:13-05:00","2014-10-23T00:00:00-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","18.136.37.69","US","2019-10-07","2021-02-10T09:46:11-05:00","2018-02-22T16:01:16-05:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","34.225.127.72","US","2016-09-12","2016-09-12T15:01:56-04:00","2016-09-12T15:01:56-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","52.217.254.21","US","2015-09-02","2020-09-24T12:40:30-04:00","2015-09-02T14:06:36-04:00","","","","","","","","","10 aspmx.l.google.com.","20 alt1.aspmx.l.google.com.","20 alt2.aspmx.l.google.com.","30 aspmx2.googlemail.com.","30 aspmx3.googlemail.com.","30 aspmx4.googlemail.com.","30 aspmx5.googlemail.com.","ns-125.awsdns-15.com.","ns-1329.awsdns-38.org.","ns-1726.awsdns-23.co.uk.","ns-905.awsdns-49.net.","","","","","","","","","","ns-1726.awsdns-23.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 1800","null","","""google-site-verification=yil_2PQBNufDA4_Vv9fANnkfC8nF0aoWUuyJaovMEU0""","""v=spf1 include:aspmx.sailthru.com a:smtp.zendesk.com include:support.zendesk.com include:_spf.google.com ?all""","","","","","","","","","","","","","","","","","null","null","chartbeat.net"
"","","52.216.25.131","US","2015-09-02","2020-09-24T12:40:30-04:00","2015-09-02T14:06:36-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","52.217.95.45","US","2015-09-02","2020-09-24T12:40:30-04:00","2015-09-02T14:06:36-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","52.217.0.66","US","2015-09-02","2020-09-24T12:40:30-04:00","2015-09-02T14:06:36-04:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
