A,AAAA,A__ip_address,A__country_code,A__asn_date,A__reg_timestamp,A__last_updated,AAAA__ip_address,AAAA__country_code,AAAA__asn_date,AAAA__reg_timestamp,AAAA__last_updated,MX,NS,SOA,MX__001,MX__002,MX__003,MX__004,MX__005,MX__006,MX__007,MX__008,NS__001,NS__002,NS__003,NS__004,NS__005,NS__006,NS__007,NS__008,NS__009,NS__010,NS__011,NS__012,NS__013,NS__014,NS__015,SOA__-,CNAME,TXT,TXT__001,TXT__002,TXT__003,TXT__004,TXT__005,TXT__006,TXT__007,TXT__008,TXT__009,TXT__010,TXT__011,TXT__012,TXT__013,TXT__014,TXT__015,TXT__016,TXT__017,TXT__018,TXT__019,TXT__020,TXT__021,SRV,PTR,domain_name
,,104.26.6.208,US,2014-03-28,2021-05-26T18:01:10-04:00,2014-03-28T11:30:55-04:00,2606:4700:8d98:3061:d5d9:502:59d9:481b,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,,,,margo.ns.cloudflare.com.,angela.ns.cloudflare.com.,,,,,,,,,,,,,,angela.ns.cloudflare.com. dns.cloudflare.com. 2326022766 10000 2400 604800 1800,,,"""google-site-verification=OTLg8Qlx0S1FOF_fp1fTjb7BdS0kE8bZHZAOecVAs1U""","""v=spf1 include:spf.braintreegateway.com include:mailgun.org include:_spf.google.com ~all""",,,,,,,,,,,,,,,,,,,,,,test-iq.org
,,172.66.40.192,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:8d9b:623f:12d9:505:df24:8a15,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,10 mx2.forwardemail.net.,10 mx1.forwardemail.net.,,,,,,,doug.ns.cloudflare.com.,ursula.ns.cloudflare.com.,,,,,,,,,,,,,,doug.ns.cloudflare.com. dns.cloudflare.com. 2327679592 10000 2400 604800 1800,,,"""google-site-verification=-yHkHS5fsB7yAIIWxpOPS-BHqojIdg4x-wsGcisKfoU""","""openai-domain-verification=dv-xkjucVTa0v59Ilq7FYodKNey""","""v=spf1 a mx include:spf.forwardemail.net -all""","""forward-email=officialiqtests@gmail.com""",,,,,,,,,,,,,,,,,,,,officialiqtests.com
,,142.250.77.196,US,2012-05-24,2012-05-24T11:40:55-04:00,2012-05-24T11:40:55-04:00,2404:6800:4002:813::2004,AU,2008-09-30,2008-09-30T00:48:27Z,2020-05-26T18:20:48Z,,,,,,,,,,,,ns4.google.com.,ns3.google.com.,ns1.google.com.,ns2.google.com.,,,,,,,,,,,,ns1.google.com. dns-admin.google.com. 590134263 900 900 1800 60,,,"""v=spf1 -all""",,,,,,,,,,,,,,,,,,,,,,,google-analytics.com
,,169.62.150.26,US,1993-09-01,2015-01-13T16:00:44Z,2016-04-14T08:16:08Z,,,,,,,,,10 29ff4ec110863f48079f6cbb6753a8.pamx1.hotmail.com.,,,,,,,,pdns04.domaincontrol.com.,pdns03.domaincontrol.com.,,,,,,,,,,,,,,pdns03.domaincontrol.com. dns.jomax.net. 2020122503 28800 7200 604800 600,,,"""v=spf1 include:hotmail.com ~all""",,,,,,,,,,,,,,,,,,,,,,,driver-soft.com
,,45.33.97.245,US,2015-03-20,2023-09-18T10:35:02-04:00,2022-12-21T10:16:01-05:00,,,,,,,,,10 mx.yandex.net.,,,,,,,,ns-1823.awsdns-35.co.uk.,ns-362.awsdns-45.com.,ns-597.awsdns-10.net.,ns-1449.awsdns-53.org.,,,,,,,,,,,,ns-1449.awsdns-53.org. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,,,"""GOOGLE-SITE-VERIFICATION=3DW2FCRHQWKVXG-EFCHXKSLECJQHMDM4SNUKLYUNZCG""","""MS=ms L5B-W91-R3E""","""google-site-verification=RkrPysRcd_zzgqlg2BRQVYVWcvIrnjuBfdDDO1brf5s""","""google-site-verification=a22NG5KmJGOKr0RYJKiCOfaUgrPAZpRd4aFYcHqXdaw""","""v=spf1 include:emsd1.com include:spf.yandex.net ~all""",,,,,,,,,,,,,,,,,,,outbyte.com
,,45.79.172.174,US,2015-04-29,2023-09-18T10:35:28-04:00,2022-12-21T10:18:22-05:00,,,,,,,,,,,,,,,,,ns-753.awsdns-30.net.,ns-1445.awsdns-52.org.,ns-2028.awsdns-61.co.uk.,ns-383.awsdns-47.com.,,,,,,,,,,,,ns-753.awsdns-30.net. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,,,"""v=spf1 redirect=_spf.yandex.net""","""yandex-verification: 7110d83f61cd87f8""",,,,,,,,,,,,,,,,,,,,,,testedforyou.net
,,54.191.183.106,US,2014-10-23,2021-02-10T09:46:13-05:00,2016-10-05T07:33:44-04:00,,,,,,,,,0 solvusoft-com.mail.protection.outlook.com.,10 mx1.emailsrvr.com.,20 mx2.emailsrvr.com.,,,,,,ns-1528.awsdns-63.org.,ns-1637.awsdns-12.co.uk.,ns-230.awsdns-28.com.,ns-799.awsdns-35.net.,,,,,,,,,,,,ns-230.awsdns-28.com. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,,,"""v=spf1 include:spf.protection.outlook.com include:emailsrvr.com ~all""","""5njgwv4bvr80nj5m542fv57f2qw49mvy""","""B9Pr5Ut3c""","""MS=ms45638288""","""MS=ms65322271""",,,,,,,,,,,,,,,,,,,solvusoft.com
,,64.235.54.28,US,2002-09-11,2023-04-11T16:06:25-04:00,2002-09-11T09:44:05-04:00,,,,,,,,,2 www.freeroms.com.,5 mx-caprica.easydns.com.,,,,,,,dns1.easydns.com.,dns2.easydns.net.,dns3.easydns.org.,dns4.easydns.info.,,,,,,,,,,,,dns1.easydns.com. zone.easydns.com. 1696757892 21600 7200 604800 300,,,"""google-site-verification=U5AfOyUO3dks9EUXP_qKcuACPIwhghUiXqq_fQZbEUs""","""v=spf1 mx a ?all""",,,,,,,,,,,,,,,,,,,,,,freeroms.com
,,50.116.87.63,US,2011-09-07,2012-03-02T08:03:18-05:00,2011-09-07T11:07:33-04:00,,,,,,,,,0 mail.portalroms.com.,,,,,,,,ns833.hostgator.com.br.,ns832.hostgator.com.br.,,,,,,,,,,,,,,ns832.hostgator.com.br. root.br832.hostgator.com.br. 2023120301 86400 7200 3600000 86400,,,"""v=spf1 a mx include:websitewelcome.com ~all""",,,,,,,,,,,,,,,,,,,,,,,portalroms.com
,,172.67.194.209,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:3036::6815:2c2c,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,10 eforward2.registrar-servers.com.,10 eforward3.registrar-servers.com.,15 eforward4.registrar-servers.com.,20 eforward5.registrar-servers.com.,10 eforward1.registrar-servers.com.,,,,serena.ns.cloudflare.com.,dale.ns.cloudflare.com.,,,,,,,,,,,,,,dale.ns.cloudflare.com. dns.cloudflare.com. 2324903984 10000 2400 604800 1800,,,"""v=spf1 include:spf.efwd.registrar-servers.com ~all""","""ca3-e797bb9748f74c16a017cc3abcdaf64c""",,,,,,,,,,,,,,,,,,,,,,romsmania.com
,,104.21.88.161,US,2014-03-28,2021-05-26T18:01:10-04:00,2014-03-28T11:30:55-04:00,2606:4700:3037::ac43:b9cc,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,,,,,,,,,zod.ns.cloudflare.com.,addyson.ns.cloudflare.com.,,,,,,,,,,,,,,addyson.ns.cloudflare.com. dns.cloudflare.com. 2322971903 10000 2400 604800 1800,,,"""google-site-verification=YVO6TCzzDgiPqrfSrIdCDkN_UBEA-9rR6iyNovzfN7s""",,,,,,,,,,,,,,,,,,,,,,,portableroms.com
,,172.67.159.110,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:3030::6815:426a,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,,,,,,,,,laila.ns.cloudflare.com.,frank.ns.cloudflare.com.,,,,,,,,,,,,,,frank.ns.cloudflare.com. dns.cloudflare.com. 2323777491 10000 2400 604800 1800,,,,,,,,,,,,,,,,,,,,,,,,,,yopcgames.com
,,165.140.240.236,US,2021-10-07,2021-10-07T18:00:40-04:00,2021-10-07T18:00:40-04:00,,,,,,,,,,,,,,,,,dns1.registrar-servers.com.,dns2.registrar-servers.com.,,,,,,,,,,,,,,dns1.registrar-servers.com. hostmaster.registrar-servers.com. 1667918687 43200 3600 604800 3601,,,,,,,,,,,,,,,,,,,,,,,,,,soft-load.com
,,67.227.226.240,US,2008-01-23,2016-12-19T07:17:49-05:00,2008-01-23T16:53:52-05:00,,,,,,,,,10 mx156.hostedmxserver.com.,,,,,,,,ns1.parklogic.com.,ns2.parklogic.com.,,,,,,,,,,,,,,,,,"""v=spf1 -all""",,,,,,,,,,,,,,,,,,,,,,,getgamespc.com
,,89.116.147.96,LT,2006-05-03,2022-01-05T14:31:40Z,2022-12-15T01:03:03Z,2a02:4780:27:1034:0:6b3:20d5:f,CY,2011-07-13,2022-12-06T11:24:25Z,2022-12-06T11:24:25Z,,,,10 mx2.hostinger.com.,5 mx1.hostinger.com.,,,,,,,ns2.dns-parking.com.,ns1.dns-parking.com.,,,,,,,,,,,,,,ns1.dns-parking.com. dns.hostinger.com. 2023120701 10000 2400 604800 600,,,"""v=spf1 include:_spf.mail.hostinger.com ~all""",,,,,,,,,,,,,,,,,,,,,,,ps1games.online
,,172.67.156.158,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:3031::6815:80d,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,20 mx20.ukraine.com.ua.,15 mx15.ukraine.com.ua.,,,,,,,angela.ns.cloudflare.com.,albert.ns.cloudflare.com.,,,,,,,,,,,,,,albert.ns.cloudflare.com. dns.cloudflare.com. 2322946557 10000 2400 604800 1800,,,"""google-site-verification=YC4g3Te5IK6OndJgqf5Biv1fWv9iG4KmIWarKXJveZU""",,,,,,,,,,,,,,,,,,,,,,,roms-download.com
,,172.67.137.157,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:3035::6815:511c,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,0 _dc-mx.d545a7228e88.gamesgx.net.,,,,,,,,cody.ns.cloudflare.com.,zoe.ns.cloudflare.com.,,,,,,,,,,,,,,cody.ns.cloudflare.com. dns.cloudflare.com. 2326399771 10000 2400 604800 1800,,,"""v=spf1 +a +mx include:relay.mailchannels.net ~all""",,,,,,,,,,,,,,,,,,,,,,,gamesgx.net
,,138.128.182.130,US,2014-05-16,2014-05-16T16:23:26-04:00,2014-05-16T16:23:25-04:00,,,,,,,,,0 afobal.cl.,,,,,,,,dns30920.dizinc.com.,dns30921.dizinc.com.,,,,,,,,,,,,,,dns30920.dizinc.com. info.grupohost.com.ar. 2019111504 3600 1800 1209600 86400,,,"""v=spf1 ip4:138.128.182.130 ip4:66.7.198.165 +a +mx ~all""",,,,,,,,,,,,,,,,,,,,,,,afobal.cl
,,162.241.60.111,US,2013-08-22,2013-08-22T14:57:54-04:00,2013-08-22T14:57:53-04:00,,,,,,,,,0 mail.alvoportas.com.br.,,,,,,,,nspro14.hostgator.com.br.,nspro15.hostgator.com.br.,,,,,,,,,,,,,,nspro14.hostgator.com.br. root.sh-pro14.hostgator.com.br. 2023120400 86400 7200 3600000 86400,,,,,,,,,,,,,,,,,,,,,,,,,,alvoportas.com.br
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""pendingDelete""",,,,,,,,,,,,,,,,,,,,,,,blogerjijer.pw
,,37.9.13.206,RU,2011-12-14,2019-10-03T09:32:52Z,2023-06-01T08:33:01Z,,,,,,,,,10 mx.yandex.net.,20 mail.bright.su.,,,,,,,ns35.link-host.net.,ns36.link-host.net.,,,,,,,,,,,,,,ru5.link-host.net. root.link-host.net. 2021100245 10800 3600 604800 86400,,,"""_globalsign-domain-verification=51VSThM1oaTbJlzI572sYv01UnHwuGn1szAl8XK71f""","""v=spf1 redirect=_spf.yandex.net""","""v=spf1 ip4:37.9.13.206 a mx ~all""",,,,,,,,,,,,,,,,,,,,,bright.su
,,216.218.135.114,US,1999-08-30,2012-02-24T09:44:34-05:00,1999-08-30T00:00:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domnicpeter.in.net
,,13.248.213.45,US,2018-07-11,2021-02-10T09:46:03-05:00,2018-07-11T07:40:00-04:00,,,,,,,,,,,,,,,,,ns41.domaincontrol.com.,ns42.domaincontrol.com.,,,,,,,,,,,,,,ns41.domaincontrol.com. dns.jomax.net. 2023120600 28800 7200 604800 600,,,,,,,,,,,,,,,,,,,,,,,,,,dzitech.net
,,104.42.225.122,US,2014-05-07,2021-12-14T20:28:53-05:00,2014-05-07T17:31:09-04:00,,,,,,,,,10 mail.fadzulani.com.,,,,,,,,NS066B.microsoftinternetsafety.net.,ns001.microsoftinternetsafety.net.,ns002.microsoftinternetsafety.net.,NS066A.microsoftinternetsafety.net.,,,,,,,,,,,,NS066A.microsoftinternetsafety.net. azuredns-hostmaster.microsoft.com. 1 86400 300 2419200 300,,,,,,,,,,,,,,,,,,,,,,,,,,fadzulani.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hruner.com
,,103.110.85.60,VN,2018-03-01,2018-03-01T08:31:58Z,2018-03-01T08:32:08Z,,,,,,,,,10 pro59.emailserver.vn.,,,,,,,,ns2.matbao.com.,ns1.matbao.com.,,,,,,,,,,,,,,ns1.matbao.vn. admin.matbao.com. 2023020903 7200 1800 1209600 3600,,,"""MS=ms26263676""","""v=spf1 mx include:emailserver.vn include:spf.protection.outlook.com -all""",,,,,,,,,,,,,,,,,,,,,,interlogistics.com.vn
,,80.78.250.26,RU,2010-05-07,2012-05-23T09:22:03Z,2017-02-03T08:48:15Z,2a03:4900:0:6037:80:78:250:26,RU,2011-04-01,2012-04-26T09:59:43Z,2017-02-03T11:00:48Z,,,,10 mail.418.com1.ru.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivansaru.418.com1.ru
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jangasm.org
,,192.99.19.4,CA,2013-06-17,2013-06-17T12:33:35-04:00,2013-06-17T12:33:35-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns511849.ip-192-99-19.net
,,192.99.148.26,CA,2013-06-17,2013-06-17T12:33:35-04:00,2013-06-17T12:33:35-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns513726.ip-192-99-148.net
,,76.223.67.189,US,2018-01-10,2018-03-07T07:52:58-05:00,2018-01-10T16:10:59-05:00,,,,,,,,,,,,,,,,,ns74.domaincontrol.com.,ns73.domaincontrol.com.,,,,,,,,,,,,,,ns73.domaincontrol.com. dns.jomax.net. 2023121200 28800 7200 604800 600,,,,,,,,,,,,,,,,,,,,,,,,,,servmill.com
,,31.7.63.146,PA,2011-04-13,2017-12-05T00:04:42Z,2017-12-05T00:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ssl.sinergycosmetics.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,telefonfiyatlari.org
,,37.143.11.189,RU,2012-03-01,2013-01-21T07:05:57Z,2023-07-27T13:16:29Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,update.rifugiopontese.it
,,194.109.64.131,NL,1996-05-13,2023-04-06T06:19:44Z,2023-04-06T06:19:44Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vodahelp.sytes.net
,,164.90.244.158,US,2019-08-19,2020-04-03T14:11:04-04:00,2019-08-19T16:26:05-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""v=spf1 -all""","""v=DMARC1; p=reject; adkim=s; aspf=s;""",,,,,,,,,,,,,,,,,,,,,,witkey.com
,,54.157.4.65,US,2014-10-23,2021-02-10T09:46:13-05:00,2014-10-23T00:00:00-04:00,,,,,,,,,,,,,,,,,dns1.registrar-servers.com.,dns2.registrar-servers.com.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the1adblocker.com
,,69.16.230.226,US,2005-05-26,2016-12-19T07:18:27-05:00,2005-05-26T16:31:19-04:00,,,,,,,,,10 mx156.hostedmxserver.com.,,,,,,,,ns2.parklogic.com.,ns1.parklogic.com.,,,,,,,,,,,,,,ns1.parklogic.com. hostmaster.ubuntu.org. 2019102301 3600 7200 1209600 3600,,,"""v=spf1 -all""",,,,,,,,,,,,,,,,,,,,,,,ubuntu.org
,,192.99.158.243,CA,2013-06-17,2022-09-30T11:03:15-04:00,2022-09-30T11:03:15-04:00,,,,,,,,,0 mail.mailerhost.net.,,,,,,,,ns1.dnslink.com.,ns2.dnslink.com.,,,,,,,,,,,,,,ns1.dnslink.com. admin.dnslink.com. 201112600 10800 3600 604800 3600,,,"""v=spf1 ip6:fd6c:300e:6d05::/48 -all""",,,,,,,,,,,,,,,,,,,,,,,speedtest.com
,,18.65.40.20,US,2019-10-07,2021-02-26T15:30:48-05:00,2021-02-26T15:30:48-05:00,,,,,,,,,,,,,,,,,ns5.markmonitor.com.,ns6.markmonitor.com.,ns7.markmonitor.com.,ns1.markmonitor.com.,ns2.markmonitor.com.,ns3.markmonitor.com.,ns4.markmonitor.com.,,,,,,,,,ns1.markmonitor.com. hostmaster.markmonitor.com. 2023113002 86400 3600 2592000 172800,,,,,,,,,,,,,,,,,,,,,,,,,,kelkoogroup.net
,,192.99.37.147,CA,2013-06-17,2013-06-17T12:33:35-04:00,2013-06-17T12:33:35-04:00,,,,,,,,,,,,,,,,,ns4.afraid.org.,ns3.afraid.org.,ns2.afraid.org.,ns1.afraid.org.,,,,,,,,,,,,ns1.afraid.org. dnsadmin.afraid.org. 2203030003 86400 7200 2419200 3600,,,,,,,,,,,,,,,,,,,,,,,,,,netnet44.net
,,185.107.56.200,NL,2015-07-03,2019-01-28T07:29:36Z,2020-07-17T15:00:36Z,,,,,,,,,,,,,,,,,ns1.chookdns.com.,ns2.chookdns.com.,,,,,,,,,,,,,,ns1.chookdns.com. admin.tncrun.net. 2023120804 86400 10800 604800 300,,,,,,,,,,,,,,,,,,,,,,,,,,tncrun.net
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lucretius-ada.com
,,154.208.105.240,SC,2016-09-23,2019-03-27T08:39:00Z,2021-07-15T10:12:00Z,,,,,,,,,,,,,,,,,ns1.taoa.com.,ns2.taoa.com.,,,,,,,,,,,,,,ns1.taoa.com. admin.taoa.com. 2023120701 7200 3600 604800 1800,,,,,,,,,,,,,,,,,,,,,,,,,,hippolyte-hag.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india-abc.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leontius-eli.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nethaneel-has.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ortrun-adi.co
,,74.63.241.26,US,2008-08-29,2018-03-09T12:37:12-05:00,2018-03-09T12:37:12-05:00,,,,,,,,,,,,,,,,,ns1.kirklanddc.com.,ns2.kirklanddc.com.,,,,,,,,,,,,,,ns1.kirklanddc.com. admin.paramonos-oha.com. 2023112106 86400 10800 604800 300,,,,,,,,,,,,,,,,,,,,,,,,,,paramonos-oha.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,photios-raj.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proserpina-zeb.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lordagty.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madagty.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zeroredirect5.com
,,44.214.11.221,US,2019-07-18,2019-08-01T16:11:14-04:00,2019-08-01T16:11:14-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roamingclicks.com
,,69.16.230.42,US,2005-05-26,2016-12-19T07:18:27-05:00,2005-05-26T16:31:19-04:00,,,,,,,,,10 mx156.hostedmxserver.com.,,,,,,,,ns2.parklogic.com.,ns1.parklogic.com.,,,,,,,,,,,,,,ns1.parklogic.com. hostmaster.collectfasttracks.com. 2021052401 3600 7200 1209600 3600,,,"""v=spf1 -all""",,,,,,,,,,,,,,,,,,,,,,,collectfasttracks.com
,,,,,,,,,,,,,,,,,,,,,,,ns-1269.awsdns-30.org.,ns-1998.awsdns-57.co.uk.,ns-39.awsdns-04.com.,ns-735.awsdns-27.net.,,,,,,,,,,,,ns-1269.awsdns-30.org. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,,,,,,,,,,,,,,,,,,,,,,,,,,ttnrd.com
,,167.233.8.197,DE,1993-11-09,2023-12-12T11:56:00Z,2023-12-12T11:56:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track.vcdc.com
,,104.21.94.115,US,2014-03-28,2021-05-26T18:01:10-04:00,2014-03-28T11:30:55-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track.tkbo.com
,,147.135.143.184,FR,2017-03-22,2017-05-23T14:20:39Z,2017-05-23T14:20:39Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""201802050746134xknc1s1vfjuixjwqc5urk0bhaq00sblh33bgbtwq7i10j2nu2""",,,,,,,,,,,,,,,,,,,,,,,track.traffic.club
,,3.64.163.50,US,2017-12-20,2020-10-22T14:19:10-04:00,2020-10-22T14:19:10-04:00,,,,,,,,,,,,,,,,,ns1.dan.com.,ns2.dan.com.,,,,,,,,,,,,,,ns1.dan.com. dns.jomax.net. 2023031300 28800 7200 604800 86400,,,,,,,,,,,,,,,,,,,,,,,,,,lasvegas-vacations.net
,,172.67.73.82,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,,,,,,,,,10 mx-01.mail-forwarder.io.,10 mx-02.mail-forwarder.io.,,,,,,,coen.ns.cloudflare.com.,rihana.ns.cloudflare.com.,,,,,,,,,,,,,,coen.ns.cloudflare.com. dns.cloudflare.com. 2323043798 10000 2400 604800 1800,,,,,,,,,,,,,,,,,,,,,,,,,,ndsplitter.com
,,104.26.12.156,US,2014-03-28,2021-05-26T18:01:10-04:00,2014-03-28T11:30:55-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns1.trafficclub.com
,,144.76.1.130,DE,1990-11-16,2012-12-24T09:45:13Z,2018-03-15T14:26:58Z,,,,,,,,,,,,,,,,,elliot.ns.cloudflare.com.,magnolia.ns.cloudflare.com.,,,,,,,,,,,,,,elliot.ns.cloudflare.com. dns.cloudflare.com. 2293939464 10000 2400 604800 3600,,,"""ca3-e4fa40facc6d40d68350d6a3782e9cdc""",,,,,,,,,,,,,,,,,,,,,,,satcom1.co.uk
,,138.201.252.161,DE,1990-05-23,2018-03-15T14:30:32Z,2018-03-15T14:30:32Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,splitter.microxml.net
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forgoprokick.icu
,,,,,,,,,,,,,,,20 eforward5.registrar-servers.com.,15 eforward4.registrar-servers.com.,10 eforward1.registrar-servers.com.,10 eforward2.registrar-servers.com.,10 eforward3.registrar-servers.com.,,,,dns1.registrar-servers.com.,dns2.registrar-servers.com.,,,,,,,,,,,,,,dns1.registrar-servers.com. hostmaster.registrar-servers.com. 1636149030 43200 3600 604800 3601,,,"""v=spf1 include:spf.efwd.registrar-servers.com ~all""",,,,,,,,,,,,,,,,,,,,,,,inbluson.com
,,3.0.82.215,US,2017-12-20,2018-08-01T12:07:53-04:00,2018-08-01T12:07:53-04:00,2406:da1a:f39:1602:a4b0:b8b6:ece6:ae3,US,2014-12-19,2014-12-19T05:10:01Z,2020-05-16T06:35:35Z,,,,,,,,,,,,ns-1124.awsdns-12.org.,ns-1959.awsdns-52.co.uk.,ns-26.awsdns-03.com.,ns-854.awsdns-42.net.,,,,,,,,,,,,ns-1959.awsdns-52.co.uk. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400,,,"""google-site-verification=orYNBHFAS6lLrF_YNKQ-Z566OyBOQefHef0AnyMWupQ""",,,,,,,,,,,,,,,,,,,,,,,bemobtrcks.com
,,104.21.51.80,US,2014-03-28,2021-05-26T18:01:10-04:00,2014-03-28T11:30:55-04:00,,,,,,,,,10 mail.apmarketing-asiapacific.com.,,,,,,,,april.ns.cloudflare.com.,hans.ns.cloudflare.com.,,,,,,,,,,,,,,april.ns.cloudflare.com. dns.cloudflare.com. 2323819572 10000 2400 604800 1800,,,"""spf2.0/mfrom""","""v=spf1 redirect=spf.pinoy-offers.com""",,,,,,,,,,,,,,,,,,,,,,pinoy-offers.com
,,172.67.154.232,US,2015-02-25,2021-05-26T18:01:44-04:00,2015-02-25T20:57:09-05:00,2606:4700:3031::ac43:9ae8,US,2011-11-01,2017-02-17T18:07:51-05:00,2011-11-01T15:59:58-04:00,,,,10 mx2.hostinger.co.id.,5 mx1.hostinger.co.id.,,,,,,,ethan.ns.cloudflare.com.,janet.ns.cloudflare.com.,,,,,,,,,,,,,,ethan.ns.cloudflare.com. dns.cloudflare.com. 2323696821 10000 2400 604800 1800,,,"""ca3-c32b57ae286544eeb81ef7ce939022e7""","""v=spf1 include:spf.flockmail.com include:spf.mx.hostinger.com include:relay.mailchannels.net ~all""",,,,,,,,,,,,,,,,,,,,,,googleboost.xyz
